<http://dbpedia.org/resource/Lord_of_Chaos>	{(<http://dbpedia.org/ontology/dcc>,"813/.54),(<http://dbpedia.org/ontology/oclc>,"30893589"^^<http://www.w3.org/2001/XMLSchema#string>),(<http://dbpedia.org/ontology/isbn>,"ISBN),(<http://dbpedia.org/ontology/numberOfPages>,"1024"^^<http://www.w3.org/2001/XMLSchema#positiveInteger>),(<http://dbpedia.org/ontology/numberOfPages>,"720"^^<http://www.w3.org/2001/XMLSchema#positiveInteger>),(<http://dbpedia.org/ontology/mediaType>,<http://dbpedia.org/resource/Hardcover>),(<http://dbpedia.org/ontology/publisher>,<http://dbpedia.org/resource/Tor_Books>),(<http://dbpedia.org/ontology/literaryGenre>,<http://dbpedia.org/resource/Fantasy>),(<http://dbpedia.org/ontology/series>,<http://dbpedia.org/resource/The_Wheel_of_Time>),(<http://dbpedia.org/ontology/language>,<http://dbpedia.org/resource/English_language>),(<http://dbpedia.org/ontology/country>,<http://dbpedia.org/resource/United_States>),(<http://dbpedia.org/ontology/coverArtist>,<http://dbpedia.org/resource/Darrell_K._Sweet>),(<http://dbpedia.org/ontology/author>,<http://dbpedia.org/resource/Robert_Jordan>),(<http://xmlns.com/foaf/0.1/name>,"Lord),(<http://dbpedia.org/ontology/subsequentWork>,<http://dbpedia.org/resource/A_Crown_of_Swords>),(<http://dbpedia.org/ontology/previousWork>,<http://dbpedia.org/resource/The_Fires_of_Heaven>),(<http://dbpedia.org/ontology/lcc>,"PS3560.O7617)}
<http://dbpedia.org/resource/Robert_Jordan>	{(<http://dbpedia.org/ontology/birthDate>,"1948-10-17"^^<http://www.w3.org/2001/XMLSchema#date>),(<http://dbpedia.org/ontology/notableWork>,<http://dbpedia.org/resource/The_Wheel_of_Time>),(<http://dbpedia.org/ontology/deathPlace>,<http://dbpedia.org/resource/Charleston,_South_Carolina>),(<http://dbpedia.org/ontology/birthPlace>,<http://dbpedia.org/resource/Charleston,_South_Carolina>),(<http://dbpedia.org/ontology/deathPlace>,<http://dbpedia.org/resource/South_Carolina>),(<http://dbpedia.org/ontology/genre>,<http://dbpedia.org/resource/Fantasy>),(<http://xmlns.com/foaf/0.1/name>,"Robert),(<http://dbpedia.org/ontology/influencedBy>,<http://dbpedia.org/resource/J._R._R._Tolkien>),(<http://dbpedia.org/ontology/birthName>,"James),(<http://dbpedia.org/ontology/viafId>,"79096089"^^<http://www.w3.org/2001/XMLSchema#string>),(<http://dbpedia.org/ontology/lccnId>,"n/95/103132"^^<http://www.w3.org/2001/XMLSchema#string>),(<http://dbpedia.org/ontology/individualisedGnd>,"123684129"^^<http://www.w3.org/2001/XMLSchema#string>),(<http://xmlns.com/foaf/0.1/name>,"Jordan,),(<http://dbpedia.org/ontology/birthYear>,"1948"^^<http://www.w3.org/2001/XMLSchema#gYear>),(<http://dbpedia.org/ontology/birthPlace>,<http://dbpedia.org/resource/South_Carolina>),(<http://dbpedia.org/ontology/deathDate>,"2007-09-16"^^<http://www.w3.org/2001/XMLSchema#date>),(<http://dbpedia.org/ontology/birthPlace>,<http://dbpedia.org/resource/United_States>),(<http://purl.org/dc/elements/1.1/description>,"Novelist"^^<http://www.w3.org/2001/XMLSchema#string>),(<http://dbpedia.org/ontology/deathYear>,"2007"^^<http://www.w3.org/2001/XMLSchema#gYear>),(<http://dbpedia.org/ontology/deathPlace>,<http://dbpedia.org/resource/United_States>),(<http://dbpedia.org/ontology/alias>,"Rigney,)}
<http://dbpedia.org/resource/The_Reckoners>	{(<http://dbpedia.org/ontology/author>,<http://dbpedia.org/resource/Brandon_Sanderson>)}
<http://dbpedia.org/resource/Currant_Events>	{(<http://dbpedia.org/ontology/coverArtist>,<http://dbpedia.org/resource/Darrell_K._Sweet>)}
<http://dbpedia.org/resource/Question_Quest>	{(<http://dbpedia.org/ontology/coverArtist>,<http://dbpedia.org/resource/Darrell_K._Sweet>)}
<http://dbpedia.org/resource/The_Elfin_Ship>	{(<http://dbpedia.org/ontology/coverArtist>,<http://dbpedia.org/resource/Darrell_K._Sweet>)}
<http://dbpedia.org/resource/The_Great_Hunt>	{(<http://dbpedia.org/ontology/isbn>,"ISBN),(<http://dbpedia.org/ontology/oclc>,"21902708"^^<http://www.w3.org/2001/XMLSchema#string>),(<http://dbpedia.org/ontology/dcc>,"813/.54),(<http://dbpedia.org/ontology/lcc>,"PS3560.O7617),(<http://dbpedia.org/ontology/previousWork>,<http://dbpedia.org/resource/The_Eye_of_the_World>),(<http://dbpedia.org/ontology/subsequentWork>,<http://dbpedia.org/resource/The_Dragon_Reborn>),(<http://dbpedia.org/ontology/author>,<http://dbpedia.org/resource/Robert_Jordan>),(<http://xmlns.com/foaf/0.1/name>,"The),(<http://dbpedia.org/ontology/coverArtist>,<http://dbpedia.org/resource/Darrell_K._Sweet>),(<http://dbpedia.org/ontology/country>,<http://dbpedia.org/resource/United_States>),(<http://dbpedia.org/ontology/language>,<http://dbpedia.org/resource/English_language>),(<http://dbpedia.org/ontology/series>,<http://dbpedia.org/resource/The_Wheel_of_Time>),(<http://dbpedia.org/ontology/literaryGenre>,<http://dbpedia.org/resource/Fantasy_literature>),(<http://dbpedia.org/ontology/publisher>,<http://dbpedia.org/resource/Tor_Books>),(<http://dbpedia.org/ontology/publisher>,<http://dbpedia.org/resource/Orbit_Books>),(<http://dbpedia.org/ontology/mediaType>,<http://dbpedia.org/resource/Hardcover>),(<http://dbpedia.org/ontology/mediaType>,<http://dbpedia.org/resource/Paperback>),(<http://dbpedia.org/ontology/numberOfPages>,"600"^^<http://www.w3.org/2001/XMLSchema#positiveInteger>)}
<http://dbpedia.org/resource/Up_in_a_Heaval>	{(<http://dbpedia.org/ontology/coverArtist>,<http://dbpedia.org/resource/Darrell_K._Sweet>)}
<http://dbpedia.org/resource/Winter's_Heart>	{(<http://dbpedia.org/ontology/subsequentWork>,<http://dbpedia.org/resource/Crossroads_of_Twilight>),(<http://xmlns.com/foaf/0.1/name>,"Winter's),(<http://dbpedia.org/ontology/author>,<http://dbpedia.org/resource/Robert_Jordan>),(<http://dbpedia.org/ontology/country>,<http://dbpedia.org/resource/United_States>),(<http://dbpedia.org/ontology/language>,<http://dbpedia.org/resource/English_language>),(<http://dbpedia.org/ontology/series>,<http://dbpedia.org/resource/The_Wheel_of_Time>),(<http://dbpedia.org/ontology/literaryGenre>,<http://dbpedia.org/resource/Fantasy>),(<http://dbpedia.org/ontology/publisher>,<http://dbpedia.org/resource/Tor_Books>),(<http://dbpedia.org/ontology/publisher>,<http://dbpedia.org/resource/Orbit>),(<http://dbpedia.org/ontology/mediaType>,<http://dbpedia.org/resource/Hardcover>),(<http://dbpedia.org/ontology/numberOfPages>,"668"^^<http://www.w3.org/2001/XMLSchema#positiveInteger>),(<http://dbpedia.org/ontology/numberOfPages>,"640"^^<http://www.w3.org/2001/XMLSchema#positiveInteger>),(<http://dbpedia.org/ontology/isbn>,"ISBN),(<http://dbpedia.org/ontology/isbn>,"&),(<http://dbpedia.org/ontology/oclc>,"45066106"^^<http://www.w3.org/2001/XMLSchema#string>),(<http://dbpedia.org/ontology/dcc>,"813/.54),(<http://dbpedia.org/ontology/lcc>,"PS3560.O7617),(<http://dbpedia.org/ontology/previousWork>,<http://dbpedia.org/resource/The_Path_of_Daggers>)}
<http://dbpedia.org/resource/Adrienne_Monson>	{(<http://dbpedia.org/ontology/influencedBy>,<http://dbpedia.org/resource/Brandon_Sanderson>)}
<http://dbpedia.org/resource/Dark_Is_the_Sun>	{(<http://dbpedia.org/ontology/coverArtist>,<http://dbpedia.org/resource/Darrell_K._Sweet>)}
<http://dbpedia.org/resource/Guy_Gavriel_Kay>	{(<http://dbpedia.org/ontology/influenced>,<http://dbpedia.org/resource/Brandon_Sanderson>)}
<http://dbpedia.org/resource/Knife_of_Dreams>	{(<http://dbpedia.org/ontology/subsequentWork>,<http://dbpedia.org/resource/The_Gathering_Storm_(novel)>),(<http://dbpedia.org/ontology/mediaType>,<http://dbpedia.org/resource/Hardcover>),(<http://dbpedia.org/ontology/publisher>,<http://dbpedia.org/resource/Tor_Books>),(<http://dbpedia.org/ontology/publisher>,<http://dbpedia.org/resource/Orbit_Books>),(<http://xmlns.com/foaf/0.1/name>,"Knife),(<http://dbpedia.org/ontology/numberOfPages>,"784"^^<http://www.w3.org/2001/XMLSchema#positiveInteger>),(<http://dbpedia.org/ontology/author>,<http://dbpedia.org/resource/Robert_Jordan>),(<http://dbpedia.org/ontology/isbn>,"ISBN),(<http://dbpedia.org/ontology/isbn>,"&),(<http://dbpedia.org/ontology/oclc>,"60742113"^^<http://www.w3.org/2001/XMLSchema#string>),(<http://dbpedia.org/ontology/dcc>,"813/.54),(<http://dbpedia.org/ontology/lcc>,"PS3560.O7617),(<http://dbpedia.org/ontology/previousWork>,<http://dbpedia.org/resource/Crossroads_of_Twilight>),(<http://dbpedia.org/ontology/coverArtist>,<http://dbpedia.org/resource/Darrell_K._Sweet>),(<http://dbpedia.org/ontology/country>,<http://dbpedia.org/resource/United_States>),(<http://dbpedia.org/ontology/language>,<http://dbpedia.org/resource/English_language>),(<http://dbpedia.org/ontology/series>,<http://dbpedia.org/resource/The_Wheel_of_Time>),(<http://dbpedia.org/ontology/literaryGenre>,<http://dbpedia.org/resource/Fantasy_literature>)}
<http://dbpedia.org/resource/Sons_of_the_Oak>	{(<http://dbpedia.org/ontology/coverArtist>,<http://dbpedia.org/resource/Darrell_K._Sweet>)}
<http://dbpedia.org/resource/The_Blue_Parrot>	{(<http://dbpedia.org/ontology/editing>,<http://dbpedia.org/resource/Robert_Jordan_Hill>)}
<http://dbpedia.org/resource/Darrell_K._Sweet>	{(<http://dbpedia.org/ontology/birthDate>,"1934-08-15"^^<http://www.w3.org/2001/XMLSchema#date>),(<http://xmlns.com/foaf/0.1/name>,"Sweet,),(<http://dbpedia.org/ontology/lccnId>,"n/81/014396"^^<http://www.w3.org/2001/XMLSchema#string>),(<http://dbpedia.org/ontology/viafId>,"85722212"^^<http://www.w3.org/2001/XMLSchema#string>),(<http://dbpedia.org/ontology/deathDate>,"2011-12-05"^^<http://www.w3.org/2001/XMLSchema#date>),(<http://dbpedia.org/ontology/birthPlace>,<http://dbpedia.org/resource/Highland_Park,_New_Jersey>),(<http://dbpedia.org/ontology/field>,<http://dbpedia.org/resource/Science_fiction>),(<http://dbpedia.org/ontology/field>,<http://dbpedia.org/resource/Fantasy>),(<http://dbpedia.org/ontology/deathYear>,"2011"^^<http://www.w3.org/2001/XMLSchema#gYear>),(<http://purl.org/dc/elements/1.1/description>,"American),(<http://dbpedia.org/ontology/birthYear>,"1934"^^<http://www.w3.org/2001/XMLSchema#gYear>)}
<http://dbpedia.org/resource/Harriet_McDougal>	{(<http://dbpedia.org/ontology/spouse>,<http://dbpedia.org/resource/Robert_Jordan>)}
<http://dbpedia.org/resource/The_Fallon_Blood>	{(<http://dbpedia.org/ontology/author>,<http://dbpedia.org/resource/Robert_Jordan>)}
<http://dbpedia.org/resource/The_Way_of_Kings>	{(<http://dbpedia.org/ontology/author>,<http://dbpedia.org/resource/Brandon_Sanderson>)}
<http://dbpedia.org/resource/The_Wounded_Land>	{(<http://dbpedia.org/ontology/coverArtist>,<http://dbpedia.org/resource/Darrell_K._Sweet>)}
<http://dbpedia.org/resource/Vale_of_the_Vole>	{(<http://dbpedia.org/ontology/coverArtist>,<http://dbpedia.org/resource/Darrell_K._Sweet>)}
<http://dbpedia.org/resource/A_Crown_of_Swords>	{(<http://dbpedia.org/ontology/subsequentWork>,<http://dbpedia.org/resource/The_Path_of_Daggers>),(<http://dbpedia.org/ontology/dcc>,"813/.54),(<http://dbpedia.org/ontology/oclc>,"33819178"^^<http://www.w3.org/2001/XMLSchema#string>),(<http://dbpedia.org/ontology/isbn>,"0-312-85767-5),(<http://dbpedia.org/ontology/numberOfPages>,"720"^^<http://www.w3.org/2001/XMLSchema#positiveInteger>),(<http://dbpedia.org/ontology/lcc>,"PS3560.O7617),(<http://dbpedia.org/ontology/language>,<http://dbpedia.org/resource/English_language>),(<http://dbpedia.org/ontology/series>,<http://dbpedia.org/resource/The_Wheel_of_Time>),(<http://dbpedia.org/ontology/literaryGenre>,<http://dbpedia.org/resource/Fantasy>),(<http://dbpedia.org/ontology/mediaType>,<http://dbpedia.org/resource/Hardcover>),(<http://xmlns.com/foaf/0.1/name>,"A),(<http://dbpedia.org/ontology/author>,<http://dbpedia.org/resource/Robert_Jordan>),(<http://dbpedia.org/ontology/coverArtist>,<http://dbpedia.org/resource/Darrell_K._Sweet>),(<http://dbpedia.org/ontology/coverArtist>,<http://dbpedia.org/resource/Tyler_Jacobson>),(<http://dbpedia.org/ontology/country>,<http://dbpedia.org/resource/United_States>),(<http://dbpedia.org/ontology/previousWork>,<http://dbpedia.org/resource/Lord_of_Chaos>)}
<http://dbpedia.org/resource/A_Memory_of_Light>	{(<http://dbpedia.org/ontology/isbn>,"978-0-7653-2595-2"^^<http://www.w3.org/2001/XMLSchema#string>),(<http://dbpedia.org/ontology/author>,<http://dbpedia.org/resource/Brandon_Sanderson>),(<http://dbpedia.org/ontology/publisher>,<http://dbpedia.org/resource/Orbit_Books>),(<http://dbpedia.org/ontology/publisher>,<http://dbpedia.org/resource/Tor_Books>),(<http://dbpedia.org/ontology/literaryGenre>,<http://dbpedia.org/resource/Fantasy_literature>),(<http://dbpedia.org/ontology/series>,<http://dbpedia.org/resource/The_Wheel_of_Time>),(<http://dbpedia.org/ontology/language>,<http://dbpedia.org/resource/English_language>),(<http://dbpedia.org/ontology/country>,<http://dbpedia.org/resource/United_States>),(<http://dbpedia.org/ontology/coverArtist>,<http://dbpedia.org/resource/Michael_Whelan>),(<http://dbpedia.org/ontology/previousWork>,<http://dbpedia.org/resource/Towers_of_Midnight>),(<http://dbpedia.org/ontology/author>,<http://dbpedia.org/resource/Robert_Jordan>),(<http://xmlns.com/foaf/0.1/name>,"A),(<http://dbpedia.org/ontology/publicationDate>,"2013-01-08"^^<http://www.w3.org/2001/XMLSchema#date>)}
<http://dbpedia.org/resource/Brandon_Sanderson>	{(<http://dbpedia.org/ontology/genre>,<http://dbpedia.org/resource/Science_fiction>),(<http://dbpedia.org/ontology/almaMater>,<http://dbpedia.org/resource/Master's_degree>),(<http://dbpedia.org/ontology/influencedBy>,<http://dbpedia.org/resource/Robert_Jordan>),(<http://dbpedia.org/ontology/influencedBy>,<http://dbpedia.org/resource/Dave_Wolverton>),(<http://dbpedia.org/ontology/almaMater>,<http://dbpedia.org/resource/Brigham_Young_University>),(<http://purl.org/dc/elements/1.1/description>,"American),(<http://dbpedia.org/ontology/birthYear>,"1975"^^<http://www.w3.org/2001/XMLSchema#gYear>),(<http://xmlns.com/foaf/0.1/name>,"Sanderson,),(<http://xmlns.com/foaf/0.1/homepage>,<http://brandonsanderson.com>),(<http://dbpedia.org/ontology/influencedBy>,<http://dbpedia.org/resource/Barbara_Hambly>),(<http://dbpedia.org/ontology/notableWork>,<http://dbpedia.org/resource/Elantris>),(<http://dbpedia.org/ontology/notableWork>,<http://dbpedia.org/resource/Mistborn_series>),(<http://dbpedia.org/ontology/notableWork>,<http://dbpedia.org/resource/The_Stormlight_Archive>),(<http://dbpedia.org/ontology/notableWork>,<http://dbpedia.org/resource/Warbreaker>),(<http://dbpedia.org/ontology/notableWork>,<http://dbpedia.org/resource/The_Wheel_of_Time>),(<http://xmlns.com/foaf/0.1/name>,"Brandon),(<http://dbpedia.org/ontology/birthDate>,"1975-12-19"^^<http://www.w3.org/2001/XMLSchema#date>),(<http://dbpedia.org/ontology/birthPlace>,<http://dbpedia.org/resource/Lincoln,_Nebraska>),(<http://dbpedia.org/ontology/activeYearsStartYear>,"2005"^^<http://www.w3.org/2001/XMLSchema#gYear>),(<http://dbpedia.org/ontology/genre>,<http://dbpedia.org/resource/Fantasy>)}
<http://dbpedia.org/resource/Evans_Lake_(Ohio)>	{(<http://dbpedia.org/ontology/location>,<http://dbpedia.org/resource/New_Springfield,_Ohio>)}
<http://dbpedia.org/resource/Man_from_Mundania>	{(<http://dbpedia.org/ontology/coverArtist>,<http://dbpedia.org/resource/Darrell_K._Sweet>)}
<http://dbpedia.org/resource/Pet_Peeve_(novel)>	{(<http://dbpedia.org/ontology/coverArtist>,<http://dbpedia.org/resource/Darrell_K._Sweet>)}
<http://dbpedia.org/resource/The_Bishop's_Heir>	{(<http://dbpedia.org/ontology/coverArtist>,<http://dbpedia.org/resource/Darrell_K._Sweet>)}
<http://dbpedia.org/resource/The_Dragon_Reborn>	{(<http://dbpedia.org/ontology/author>,<http://dbpedia.org/resource/Robert_Jordan>),(<http://dbpedia.org/ontology/coverArtist>,<http://dbpedia.org/resource/Darrell_K._Sweet>),(<http://dbpedia.org/ontology/subsequentWork>,<http://dbpedia.org/resource/The_Shadow_Rising>),(<http://dbpedia.org/ontology/previousWork>,<http://dbpedia.org/resource/The_Great_Hunt>),(<http://dbpedia.org/ontology/lcc>,"PS3560.O7617),(<http://dbpedia.org/ontology/dcc>,"813/.54),(<http://dbpedia.org/ontology/oclc>,"23900618"^^<http://www.w3.org/2001/XMLSchema#string>),(<http://dbpedia.org/ontology/isbn>,"0-312-85248-7"^^<http://www.w3.org/2001/XMLSchema#string>),(<http://dbpedia.org/ontology/numberOfPages>,"624"^^<http://www.w3.org/2001/XMLSchema#positiveInteger>),(<http://dbpedia.org/ontology/mediaType>,<http://dbpedia.org/resource/Hardcover>),(<http://dbpedia.org/ontology/publisher>,<http://dbpedia.org/resource/Orbit_Books>),(<http://dbpedia.org/ontology/publisher>,<http://dbpedia.org/resource/Tor_Books>),(<http://dbpedia.org/ontology/literaryGenre>,<http://dbpedia.org/resource/Fantasy_literature>),(<http://xmlns.com/foaf/0.1/name>,"The),(<http://dbpedia.org/ontology/series>,<http://dbpedia.org/resource/The_Wheel_of_Time>)}
<http://dbpedia.org/resource/The_Lair_of_Bones>	{(<http://dbpedia.org/ontology/coverArtist>,<http://dbpedia.org/resource/Darrell_K._Sweet>)}
<http://dbpedia.org/resource/The_Shadow_Rising>	{(<http://dbpedia.org/ontology/coverArtist>,<http://dbpedia.org/resource/Darrell_K._Sweet>),(<http://dbpedia.org/ontology/author>,<http://dbpedia.org/resource/Robert_Jordan>),(<http://xmlns.com/foaf/0.1/name>,"The),(<http://dbpedia.org/ontology/series>,<http://dbpedia.org/resource/The_Wheel_of_Time>),(<http://dbpedia.org/ontology/subsequentWork>,<http://dbpedia.org/resource/The_Fires_of_Heaven>),(<http://dbpedia.org/ontology/previousWork>,<http://dbpedia.org/resource/The_Dragon_Reborn>),(<http://dbpedia.org/ontology/lcc>,"PS3560.O7617),(<http://dbpedia.org/ontology/dcc>,"813/.54),(<http://dbpedia.org/ontology/oclc>,"150103003"^^<http://www.w3.org/2001/XMLSchema#string>),(<http://dbpedia.org/ontology/isbn>,"ISBN),(<http://dbpedia.org/ontology/numberOfPages>,"704"^^<http://www.w3.org/2001/XMLSchema#positiveInteger>),(<http://dbpedia.org/ontology/mediaType>,<http://dbpedia.org/resource/Hardcover>),(<http://dbpedia.org/ontology/publisher>,<http://dbpedia.org/resource/Tor_Books>),(<http://dbpedia.org/ontology/literaryGenre>,<http://dbpedia.org/resource/Fantasy>),(<http://dbpedia.org/ontology/language>,<http://dbpedia.org/resource/English_language>),(<http://dbpedia.org/ontology/country>,<http://dbpedia.org/resource/United_States>)}
<http://dbpedia.org/resource/The_Wheel_of_Time>	{(<http://www.w3.org/2000/01/rdf-schema#seeAlso>,<http://dbpedia.org/resource/A_Memory_of_Light>)}
<http://dbpedia.org/resource/Words_of_Radiance>	{(<http://dbpedia.org/ontology/author>,<http://dbpedia.org/resource/Brandon_Sanderson>)}
<http://dbpedia.org/resource/Camber_the_Heretic>	{(<http://dbpedia.org/ontology/coverArtist>,<http://dbpedia.org/resource/Darrell_K._Sweet>)}
<http://dbpedia.org/resource/Conan_the_Defender>	{(<http://dbpedia.org/ontology/author>,<http://dbpedia.org/resource/Robert_Jordan>)}
<http://dbpedia.org/resource/Demons_Don't_Dream>	{(<http://dbpedia.org/ontology/coverArtist>,<http://dbpedia.org/resource/Darrell_K._Sweet>)}
<http://dbpedia.org/resource/Golem_in_the_Gears>	{(<http://dbpedia.org/ontology/coverArtist>,<http://dbpedia.org/resource/Darrell_K._Sweet>)}
<http://dbpedia.org/resource/Heechee_Rendezvous>	{(<http://dbpedia.org/ontology/coverArtist>,<http://dbpedia.org/resource/Darrell_K._Sweet>)}
<http://dbpedia.org/resource/The_King's_Justice>	{(<http://dbpedia.org/ontology/coverArtist>,<http://dbpedia.org/resource/Darrell_K._Sweet>)}
<http://dbpedia.org/resource/The_Sum_of_All_Men>	{(<http://dbpedia.org/ontology/coverArtist>,<http://dbpedia.org/resource/Darrell_K._Sweet>)}
<http://dbpedia.org/resource/The_Wyrmling_Horde>	{(<http://dbpedia.org/ontology/coverArtist>,<http://dbpedia.org/resource/Darrell_K._Sweet>)}
